J52,," Saarlas, M., ""Aircraft Performance"", Wiley (2006), Figure D10, https://doi.org/10.1002/9780470117859.app4"
J60, Data is given compared to the TAS and that the engine is operating in conditions that match the ISA standard atmosphere. This has been converted to Mach number for the TSFC and the thrust data.," Saarlas, M., ""Aircraft Performance"", Wiley (2006), Figure D1, https://doi.org/10.1002/9780470117859.app4"
